status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
660933270687803_1302131459901311,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1302131459901311/?type=3,2017-05-25 02:08:06,227,5,71,184,35,0,8,0,0
660933270687803_1301777956603328,,Daisy Ridley News,photo,https://www.facebook.com/DaisyRidleyNews/photos/a.1465763710326617.1073741829.1465352920367696/1940724669497183/?type=3,2017-05-24 15:55:40,263,5,0,227,31,5,0,0,0
660933270687803_1301201606660963,,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1301201606660963/?type=3,2017-05-23 22:56:53,38,3,3,31,2,5,0,0,0
660933270687803_1300527663395024,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1300527663395024/?type=3,2017-05-23 04:27:49,280,6,20,226,19,34,1,0,0
660933270687803_1298815070232950,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1298815070232950/?type=3,2017-05-21 03:24:27,373,6,57,275,17,0,81,0,0
660933270687803_1297954756985648,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1297954756985648/?type=3,2017-05-20 04:58:47,113,3,14,73,1,3,25,9,2
660933270687803_1297761020338355,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1297761020338355/?type=3,2017-05-19 23:49:32,138,6,12,128,6,2,2,0,0
660933270687803_1297658230348634,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1297658230348634/?type=3,2017-05-19 20:06:33,85,4,9,50,2,1,32,0,0
660933270687803_1297108463736944,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1297108463736944/?type=3,2017-05-19 04:48:35,239,7,79,218,20,1,0,0,0
660933270687803_1296725460441911,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1296725460441911/?type=3,2017-05-18 15:56:44,59,0,14,44,0,0,15,0,0
660933270687803_1295905547190569,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1295905547190569/?type=3,2017-05-17 15:36:24,140,4,20,127,8,0,5,0,0
660933270687803_1294579330656524,,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1294579330656524/?type=3,2017-05-15 23:13:06,58,3,3,49,7,2,0,0,0
660933270687803_1294460784001712,#the_kiwi_jedi,Star Wars The Last Jedi,photo,https://www.facebook.com/SWTLJ/photos/a.1332990303428368.1073741829.1332320606828671/1422339851160079/?type=3,2017-05-15 19:30:49,72,7,0,50,2,0,20,0,0
660933270687803_1293588214088969,,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1293588214088969/?type=3,2017-05-14 18:12:25,132,8,35,89,5,2,34,0,2
660933270687803_1293077907473333,#the_kiwi_jedi,Star Wars The Last Jedi,photo,https://www.facebook.com/SWTLJ/photos/a.1332990303428368.1073741829.1332320606828671/1421444867916244/?type=3,2017-05-14 05:32:12,135,4,0,124,5,2,0,0,0
660933270687803_1292905667490557,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1292905667490557/?type=3,2017-05-14 00:24:46,172,5,33,149,18,1,0,0,0
660933270687803_1291959490918508,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1291959490918508/?type=3,2017-05-12 21:13:59,354,16,124,269,9,1,72,2,0
660933270687803_1291713250943132,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1291713250943132/?type=3,2017-05-12 14:16:13,91,4,7,49,3,0,39,0,0
660933270687803_1290854891028968,#the_kiwi_jedi,Timeline Photos,photo,https://www.facebook.com/660933270687803/photos/a.662087713905692.1073741829.660933270687803/1290854891028968/?type=3,2017-05-11 15:52:49,38,2,3,31,0,0,7,0,0
